1958652,2021-03-22 00:00:00,Colorado,Boulder,3600 Table Mesa Dr,10,1,public space,nan,nan,nan,nan,nan,nan,nan
1492441,2019-08-31 00:00:00,Texas,Odessa,8250 TX 191,8,23,public space,nan,nan,nan,nan,nan,nan,nan
946496,2017-10-01 00:00:00,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,public space,0.6206896551724138,38.37931034482759,nan,Stephen Paddock,64.0,White,Suicide
930569,2017-09-10 00:00:00,Texas,Plano,1712 West Spring Creek Parkway,9,1,private space,nan,nan,nan,nan,nan,nan,nan
853756,2017-05-27 00:00:00,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,private space,nan,nan,nan,nan,nan,nan,nan
