Unnamed: 0,url,text,sentiment,publish_date,title,themes,media_id,media_url,Leaning,verified_article,corresponds_to
49,https://www.nytimes.com/2017/08/10/business/media/sarah-palin-new-york-times-defamation-lawsuit.html?partner=rss&emc=rss,advertisement supported sydney ember author new york times editorial testify oath defamation lawsuit filed former vice-presidential candidate sarah palin federal judge ruled thursday times filed motion last month seeking dismiss case judge jed s. rakoff federal district court southern district new york said testimony necessary help determine whether grant motion judge rakoff set hearing aug. 16 judge rakoff said last month would rule end month motion dismiss case spokeswoman times said statement news organization would provide testimony judge ordered david mccraw deputy general counsel times said witness would james bennet times editorial page editor lawsuit filed june ms. palin contends times violated law policies linked editorial mass shooting january 2011 editorial published online june 14 day gunman opened fire baseball field republican congressmen practicing injuring several people including representative steve scalise louisiana times later published correction issued apology twitter ms. palin said lawsuit editorial conflicted articles times published ms. palin political activities 2011 mass shooting jared loughner arizona cited several articles times dismissed notion link ms. palin political rhetoric rampage times ample facts available established connection mrs. palin loughner crime ms. palin said lawsuit order judge rakoff said one questions presented times motion dismiss ms. palin case whether complaint contains sufficient allegations actual malice essential element claim. determining added depended part whether author authors editorial aware articles times contradicted wrote information said peculiarly within knowledge defendant. advertisement,"{'neg': 0.093, 'neu': 0.871, 'pos': 0.036, 'compound': -0.9022}",2017-08-10 20:19:25,New York Times Editorial Writer Must Testify in Sarah Palin Lawsuit,suits and litigation,1,http://nytimes.com,Center Left,not-related,"2011, #1"
73,http://www.rawstory.com/2017/08/sandy-hook-victims-sister-rejects-apology-from-scott-baio-over-false-flag-heather-heyer-tweet/,"sister teacher slain sandy hook elementary school mass shooting rejected apology actor scott baio twitter message posted alleging death anti-racist protester heather heyer false flag operation carried smear right new york daily news said friday former happy days joanie loves chachi actor tweeted conspiracy theorist meme alleging heyer mother mother slain first grade teacher vicki soto crisis actor baio tweeted message 218,000 followers forward idea u.s. government staging fake incidents part disinformation campaign smear conservatives limit gun ownership notion false flag attacks crisis actors bedrock belief conspiracy community promulgated provocateurs like infowars alex jones pizzagate blogger mike cernovich fanatical trump booster jack posobiec jillian soto -- vicki soto sister -- joined furious backlash baio tweet actor deleted tweet apologized also blocked jillian soto family members twitter ca accept apology someone spews hate whether believes sharing impact said apology real personally chose share chose block family tried defend feel like sincere apology baio since tweeted wished 'd thought longer sending offensive tweet soto said another painful reminder sister death relentless threats abuse family endured angry right-wing revisionists seeking make hay 2015 tragedy honest heartbreaking jillian told daily news friday family attacked people understand matter believe every time comes rips family apart see mom attacked yet cottage industry right-wing paranoia distorted view sister death soto said never-ending low blow normally said strives stay fray saw baio message accusing mother government-paid imposter hit ceiling know load crap people attack mom one hardest things child see said 're constantly put defensive defend vicki real person alive 're crisis actors concluded see people comments see people supporting baio hard former fbi deputy director counterintelligence frank figliuzzi explained wednesday much russian hacking power close 're going get state-sponsored terrorism cyber world figliuzzi explained msnbc ali velshi code ransomware attacks written never attack russian targets seems putin telling organizations 'm going give license operate ever let unleash one companies one agencies essentially state sponsorship 'll see entire u.s. intelligence community directed even criminal organizations 're closely tied russian government present national security concern united states president donald trump announced wednesday starting class action lawsuit twitter facebook youtube violating first amendment rights buzzfeed legal reporter zoe tillman explained trump lawsuit essentially mashes several arguments together already decided courts including supreme court arizona secretary state katie hobbs asked state attorney general investigate election interference president donald trump allies arizona republic reported wednesday hobbs believes communications involve clear efforts induce supervisors refuse comply duties thinks could violated arizona law copyright 2021 raw story media inc. po box 21050 washington d.c. 20009 masthead privacy policy corrections concerns please email corrections rawstory.com manage preferences piano sign sit sidelines history join raw story investigates go ad-free support honest journalism subscribe annually 95 year 7.91/month subscribe monthly 1 trial want support 14.99 per month","{'neg': 0.233, 'neu': 0.645, 'pos': 0.122, 'compound': -0.9972}",2017-08-25 15:50:21,Sandy Hook victim&#8217;s sister rejects apology from Scott Baio over &#8216;false flag&#8217; Heather Heyer tweet,"education and schools,politics and government",1127,http://rawstory.com,left,not-related,1119336
